"REF_DATE","GEO","DGUID","Correctional services","Visible minority group","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2021","Alberta","2016A000248","Total correctional services admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435478","3.1.8.1","2035","","","","0"
"2020/2021","Alberta","2016A000248","Total correctional services admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435479","3.1.8.2","1545","","","","0"
"2020/2021","Alberta","2016A000248","Total correctional services admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435480","3.1.8.3","490","","","","0"
"2020/2021","Alberta","2016A000248","Total correctional services admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435481","3.1.8.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435486","3.2.1.1","21843","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Total, visible minority group","Males","Number","223","units","0","v1331435487","3.2.1.2","18775","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Total, visible minority group","Females","Number","223","units","0","v1331435488","3.2.1.3","3064","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435489","3.2.1.4","4","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Black","Total, sex","Number","223","units","0","v1331435490","3.2.2.1","1110","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Black","Males","Number","223","units","0","v1331435491","3.2.2.2","1065","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Black","Females","Number","223","units","0","v1331435492","3.2.2.3","45","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Black","Sex unknown","Number","223","units","0","v1331435493","3.2.2.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","South Asian","Total, sex","Number","223","units","0","v1331435494","3.2.3.1","317","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","South Asian","Males","Number","223","units","0","v1331435495","3.2.3.2","312","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","South Asian","Females","Number","223","units","0","v1331435496","3.2.3.3","5","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","South Asian","Sex unknown","Number","223","units","0","v1331435497","3.2.3.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Arab","Total, sex","Number","223","units","0","v1331435518","3.2.9.1","193","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Arab","Males","Number","223","units","0","v1331435519","3.2.9.2","179","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Arab","Females","Number","223","units","0","v1331435520","3.2.9.3","14","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Arab","Sex unknown","Number","223","units","0","v1331435521","3.2.9.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435498","3.2.4.1","264","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435499","3.2.4.2","228","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435500","3.2.4.3","36","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435501","3.2.4.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Latin American","Total, sex","Number","223","units","0","v1331435502","3.2.5.1","159","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Latin American","Males","Number","223","units","0","v1331435503","3.2.5.2","147","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Latin American","Females","Number","223","units","0","v1331435504","3.2.5.3","12","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Latin American","Sex unknown","Number","223","units","0","v1331435505","3.2.5.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435506","3.2.6.1","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Other visible minority group","Males","Number","223","units","0","v1331435507","3.2.6.2","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Other visible minority group","Females","Number","223","units","0","v1331435508","3.2.6.3","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435509","3.2.6.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435510","3.2.7.1","19082","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Not a visible minority ","Males","Number","223","units","0","v1331435511","3.2.7.2","16259","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Not a visible minority ","Females","Number","223","units","0","v1331435512","3.2.7.3","2819","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435513","3.2.7.4","4","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435514","3.2.8.1","718","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435515","3.2.8.2","585","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435516","3.2.8.3","133","","","","0"
"2020/2021","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435517","3.2.8.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435522","3.3.1.1","17432","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Total, visible minority group","Males","Number","223","units","0","v1331435523","3.3.1.2","13634","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Total, visible minority group","Females","Number","223","units","0","v1331435524","3.3.1.3","3793","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435525","3.3.1.4","5","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Black","Total, sex","Number","223","units","0","v1331435526","3.3.2.1","763","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Black","Males","Number","223","units","0","v1331435527","3.3.2.2","685","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Black","Females","Number","223","units","0","v1331435528","3.3.2.3","78","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Black","Sex unknown","Number","223","units","0","v1331435529","3.3.2.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","South Asian","Total, sex","Number","223","units","0","v1331435530","3.3.3.1","504","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","South Asian","Males","Number","223","units","0","v1331435531","3.3.3.2","456","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","South Asian","Females","Number","223","units","0","v1331435532","3.3.3.3","48","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","South Asian","Sex unknown","Number","223","units","0","v1331435533","3.3.3.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Arab","Total, sex","Number","223","units","0","v1331435554","3.3.9.1","195","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Arab","Males","Number","223","units","0","v1331435555","3.3.9.2","188","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Arab","Females","Number","223","units","0","v1331435556","3.3.9.3","7","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Arab","Sex unknown","Number","223","units","0","v1331435557","3.3.9.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435534","3.3.4.1","375","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435535","3.3.4.2","321","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435536","3.3.4.3","54","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435537","3.3.4.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Latin American","Total, sex","Number","223","units","0","v1331435538","3.3.5.1","174","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Latin American","Males","Number","223","units","0","v1331435539","3.3.5.2","153","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Latin American","Females","Number","223","units","0","v1331435540","3.3.5.3","21","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Latin American","Sex unknown","Number","223","units","0","v1331435541","3.3.5.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435542","3.3.6.1","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Other visible minority group","Males","Number","223","units","0","v1331435543","3.3.6.2","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Other visible minority group","Females","Number","223","units","0","v1331435544","3.3.6.3","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435545","3.3.6.4","0","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435546","3.3.7.1","14104","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Not a visible minority ","Males","Number","223","units","0","v1331435547","3.3.7.2","10871","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Not a visible minority ","Females","Number","223","units","0","v1331435548","3.3.7.3","3228","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435549","3.3.7.4","5","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435550","3.3.8.1","1317","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435551","3.3.8.2","960","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435552","3.3.8.3","357","","","","0"
"2020/2021","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435553","3.3.8.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435558","4.1.1.1","30047","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Males","Number","223","units","0","v1331435559","4.1.1.2","26116","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Females","Number","223","units","0","v1331435560","4.1.1.3","3917","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435561","4.1.1.4","14","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Black","Total, sex","Number","223","units","0","v1331435562","4.1.2.1","728","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Black","Males","Number","223","units","0","v1331435563","4.1.2.2","699","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Black","Females","Number","223","units","0","v1331435564","4.1.2.3","29","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Black","Sex unknown","Number","223","units","0","v1331435565","4.1.2.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","South Asian","Total, sex","Number","223","units","0","v1331435566","4.1.3.1","1232","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","South Asian","Males","Number","223","units","0","v1331435567","4.1.3.2","1186","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","South Asian","Females","Number","223","units","0","v1331435568","4.1.3.3","43","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","South Asian","Sex unknown","Number","223","units","0","v1331435569","4.1.3.4","3","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Arab","Total, sex","Number","223","units","0","v1331435590","4.1.9.1","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Arab","Males","Number","223","units","0","v1331435591","4.1.9.2","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Arab","Females","Number","223","units","0","v1331435592","4.1.9.3","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Arab","Sex unknown","Number","223","units","0","v1331435593","4.1.9.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435570","4.1.4.1","632","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435571","4.1.4.2","575","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435572","4.1.4.3","55","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435573","4.1.4.4","2","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Latin American","Total, sex","Number","223","units","0","v1331435574","4.1.5.1","308","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Latin American","Males","Number","223","units","0","v1331435575","4.1.5.2","289","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Latin American","Females","Number","223","units","0","v1331435576","4.1.5.3","18","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Latin American","Sex unknown","Number","223","units","0","v1331435577","4.1.5.4","1","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435578","4.1.6.1","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Males","Number","223","units","0","v1331435579","4.1.6.2","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Females","Number","223","units","0","v1331435580","4.1.6.3","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435581","4.1.6.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435582","4.1.7.1","25120","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Males","Number","223","units","0","v1331435583","4.1.7.2","21872","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Females","Number","223","units","0","v1331435584","4.1.7.3","3243","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435585","4.1.7.4","5","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435586","4.1.8.1","2027","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435587","4.1.8.2","1495","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435588","4.1.8.3","529","","","","0"
"2020/2021","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435589","4.1.8.4","3","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435594","4.2.1.1","11051","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Males","Number","223","units","0","v1331435595","4.2.1.2","10243","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Females","Number","223","units","0","v1331435596","4.2.1.3","808","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435597","4.2.1.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Black","Total, sex","Number","223","units","0","v1331435598","4.2.2.1","368","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Black","Males","Number","223","units","0","v1331435599","4.2.2.2","356","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Black","Females","Number","223","units","0","v1331435600","4.2.2.3","12","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Black","Sex unknown","Number","223","units","0","v1331435601","4.2.2.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","South Asian","Total, sex","Number","223","units","0","v1331435602","4.2.3.1","443","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","South Asian","Males","Number","223","units","0","v1331435603","4.2.3.2","437","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","South Asian","Females","Number","223","units","0","v1331435604","4.2.3.3","6","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","South Asian","Sex unknown","Number","223","units","0","v1331435605","4.2.3.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Arab","Total, sex","Number","223","units","0","v1331435626","4.2.9.1","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Arab","Males","Number","223","units","0","v1331435627","4.2.9.2","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Arab","Females","Number","223","units","0","v1331435628","4.2.9.3","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Arab","Sex unknown","Number","223","units","0","v1331435629","4.2.9.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435606","4.2.4.1","212","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435607","4.2.4.2","203","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435608","4.2.4.3","9","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435609","4.2.4.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Latin American","Total, sex","Number","223","units","0","v1331435610","4.2.5.1","131","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Latin American","Males","Number","223","units","0","v1331435611","4.2.5.2","127","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Latin American","Females","Number","223","units","0","v1331435612","4.2.5.3","4","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Latin American","Sex unknown","Number","223","units","0","v1331435613","4.2.5.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435614","4.2.6.1","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Males","Number","223","units","0","v1331435615","4.2.6.2","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Females","Number","223","units","0","v1331435616","4.2.6.3","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435617","4.2.6.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435618","4.2.7.1","9830","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Males","Number","223","units","0","v1331435619","4.2.7.2","9056","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Females","Number","223","units","0","v1331435620","4.2.7.3","774","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435621","4.2.7.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435622","4.2.8.1","67","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435623","4.2.8.2","64","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435624","4.2.8.3","3","","","","0"
"2020/2021","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435625","4.2.8.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435630","4.3.1.1","18996","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Males","Number","223","units","0","v1331435631","4.3.1.2","15873","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Females","Number","223","units","0","v1331435632","4.3.1.3","3109","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435633","4.3.1.4","14","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Black","Total, sex","Number","223","units","0","v1331435634","4.3.2.1","360","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Black","Males","Number","223","units","0","v1331435635","4.3.2.2","343","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Black","Females","Number","223","units","0","v1331435636","4.3.2.3","17","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Black","Sex unknown","Number","223","units","0","v1331435637","4.3.2.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","South Asian","Total, sex","Number","223","units","0","v1331435638","4.3.3.1","789","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","South Asian","Males","Number","223","units","0","v1331435639","4.3.3.2","749","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","South Asian","Females","Number","223","units","0","v1331435640","4.3.3.3","37","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","South Asian","Sex unknown","Number","223","units","0","v1331435641","4.3.3.4","3","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Arab","Total, sex","Number","223","units","0","v1331435662","4.3.9.1","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Arab","Males","Number","223","units","0","v1331435663","4.3.9.2","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Arab","Females","Number","223","units","0","v1331435664","4.3.9.3","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Arab","Sex unknown","Number","223","units","0","v1331435665","4.3.9.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435642","4.3.4.1","420","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435643","4.3.4.2","372","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435644","4.3.4.3","46","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435645","4.3.4.4","2","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Latin American","Total, sex","Number","223","units","0","v1331435646","4.3.5.1","177","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Latin American","Males","Number","223","units","0","v1331435647","4.3.5.2","162","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Latin American","Females","Number","223","units","0","v1331435648","4.3.5.3","14","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Latin American","Sex unknown","Number","223","units","0","v1331435649","4.3.5.4","1","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435650","4.3.6.1","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Other visible minority group","Males","Number","223","units","0","v1331435651","4.3.6.2","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Other visible minority group","Females","Number","223","units","0","v1331435652","4.3.6.3","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435653","4.3.6.4","0","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435654","4.3.7.1","15290","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Males","Number","223","units","0","v1331435655","4.3.7.2","12816","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Females","Number","223","units","0","v1331435656","4.3.7.3","2469","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435657","4.3.7.4","5","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435658","4.3.8.1","1960","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435659","4.3.8.2","1431","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435660","4.3.8.3","526","","","","0"
"2020/2021","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435661","4.3.8.4","3","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435234","1.1.1.1","5556","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Males","Number","223","units","0","v1331435235","1.1.1.2","4652","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Females","Number","223","units","0","v1331435236","1.1.1.3","855","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435237","1.1.1.4","49","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Black","Total, sex","Number","223","units","0","v1331435238","1.1.2.1","529","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Black","Males","Number","223","units","0","v1331435239","1.1.2.2","481","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Black","Females","Number","223","units","0","v1331435240","1.1.2.3","47","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Black","Sex unknown","Number","223","units","0","v1331435241","1.1.2.4","1","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Total, sex","Number","223","units","0","v1331435242","1.1.3.1","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Males","Number","223","units","0","v1331435243","1.1.3.2","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Females","Number","223","units","0","v1331435244","1.1.3.3","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Sex unknown","Number","223","units","0","v1331435245","1.1.3.4","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Total correctional services admissions","Arab","Total, sex","Number","223","units","0","v1331435266","1.1.9.1","","..","","","0"
