REF_DATE,GEO,Custodial and community supervision,VALUE
2011/2012,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",37.8
2011/2012,Newfoundland and Labrador,"Deferred custody, community supervision",4.8
2011/2012,Newfoundland and Labrador,"Intensive support and supervision, community supervision",0.3
2011/2012,Newfoundland and Labrador,"Probation rate per 10,000 young persons",78.75
2011/2012,Prince Edward Island,Total actual-in count,9.9
2011/2012,Prince Edward Island,"Total sentenced custody, actual-in count",8.9
2011/2012,Prince Edward Island,"Sentenced secure custody, actual-in count",3.2
2011/2012,Prince Edward Island,"Sentenced open custody, actual-in count",5.8
2011/2012,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",0.8
2011/2012,Prince Edward Island,"Incarceration rates per 10,000 young persons",9.03
2011/2012,Prince Edward Island,Total community supervision count,145.4
2011/2012,Prince Edward Island,"Probation, community supervision",137.8
2011/2012,Prince Edward Island,"Community portion of custody sentence, community supervision",7.3
2011/2012,Prince Edward Island,"Deferred custody, community supervision",0.3
2011/2012,Prince Edward Island,"Intensive support and supervision, community supervision",
2011/2012,Prince Edward Island,"Probation rate per 10,000 young persons",125.44
2011/2012,Nova Scotia,Total actual-in count,42.6
2011/2012,Nova Scotia,"Total sentenced custody, actual-in count",22.5
2011/2012,Nova Scotia,"Sentenced secure custody, actual-in count",1.7
2011/2012,Nova Scotia,"Sentenced open custody, actual-in count",20.8
2011/2012,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",18.7
2011/2012,Nova Scotia,"Incarceration rates per 10,000 young persons",6.64
2011/2012,Nova Scotia,Total community supervision count,
2011/2012,Nova Scotia,"Probation, community supervision",
2011/2012,Nova Scotia,"Community portion of custody sentence, community supervision",
2011/2012,Nova Scotia,"Deferred custody, community supervision",
2011/2012,Nova Scotia,"Intensive support and supervision, community supervision",
2011/2012,Nova Scotia,"Probation rate per 10,000 young persons",
2011/2012,New Brunswick,Total actual-in count,43.2
2011/2012,New Brunswick,"Total sentenced custody, actual-in count",31
2011/2012,New Brunswick,"Sentenced secure custody, actual-in count",16.8
2011/2012,New Brunswick,"Sentenced open custody, actual-in count",14.3
2011/2012,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",11
2011/2012,New Brunswick,"Incarceration rates per 10,000 young persons",8.38
2011/2012,New Brunswick,Total community supervision count,
2011/2012,New Brunswick,"Probation, community supervision",
2011/2012,New Brunswick,"Community portion of custody sentence, community supervision",
2011/2012,New Brunswick,"Deferred custody, community supervision",
2011/2012,New Brunswick,"Intensive support and supervision, community supervision",
2011/2012,New Brunswick,"Probation rate per 10,000 young persons",
2011/2012,Quebec,Total actual-in count,
2011/2012,Quebec,"Total sentenced custody, actual-in count",
2011/2012,Quebec,"Sentenced secure custody, actual-in count",
2011/2012,Quebec,"Sentenced open custody, actual-in count",
2011/2012,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2011/2012,Quebec,"Incarceration rates per 10,000 young persons",
2011/2012,Quebec,Total community supervision count,
2011/2012,Quebec,"Probation, community supervision",
2011/2012,Quebec,"Community portion of custody sentence, community supervision",
2011/2012,Quebec,"Deferred custody, community supervision",
2011/2012,Quebec,"Intensive support and supervision, community supervision",
2011/2012,Quebec,"Probation rate per 10,000 young persons",
2011/2012,Ontario,Total actual-in count,574
2011/2012,Ontario,"Total sentenced custody, actual-in count",235.8
2011/2012,Ontario,"Sentenced secure custody, actual-in count",120.5
2011/2012,Ontario,"Sentenced open custody, actual-in count",115.3
2011/2012,Ontario,"Pre-trial detention and other temporary detention, actual-in count",338.3
2011/2012,Ontario,"Incarceration rates per 10,000 young persons",5.74
2011/2012,Ontario,Total community supervision count,5865.3
2011/2012,Ontario,"Probation, community supervision",5589.6
2011/2012,Ontario,"Community portion of custody sentence, community supervision",127.1
2011/2012,Ontario,"Deferred custody, community supervision",91.8
2011/2012,Ontario,"Intensive support and supervision, community supervision",56.9
2011/2012,Ontario,"Probation rate per 10,000 young persons",55.89
2011/2012,Manitoba,Total actual-in count,295.1
2011/2012,Manitoba,"Total sentenced custody, actual-in count",97.4
2011/2012,Manitoba,"Sentenced secure custody, actual-in count",61.6
2011/2012,Manitoba,"Sentenced open custody, actual-in count",35.8
2011/2012,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",180.2
2011/2012,Manitoba,"Incarceration rates per 10,000 young persons",29.18
2011/2012,Manitoba,Total community supervision count,1794.8
2011/2012,Manitoba,"Probation, community supervision",1667.1
2011/2012,Manitoba,"Community portion of custody sentence, community supervision",72.4
2011/2012,Manitoba,"Deferred custody, community supervision",55.3
2011/2012,Manitoba,"Probation rate per 10,000 young persons",164.87
2011/2012,Saskatchewan,Total actual-in count,191.9
2011/2012,Saskatchewan,"Total sentenced custody, actual-in count",126.8
2011/2012,Saskatchewan,"Sentenced secure custody, actual-in count",71.6
2011/2012,Saskatchewan,"Sentenced open custody, actual-in count",55.1
2011/2012,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",65.2
2011/2012,Saskatchewan,"Incarceration rates per 10,000 young persons",22.88
2011/2012,Saskatchewan,Total community supervision count,1175.8
2011/2012,Saskatchewan,"Probation, community supervision",1064.1
2011/2012,Saskatchewan,"Community portion of custody sentence, community supervision",44.3
2011/2012,Saskatchewan,"Deferred custody, community supervision",67.3
2011/2012,Saskatchewan,"Probation rate per 10,000 young persons",126.82
2011/2012,Alberta,Total actual-in count,162.7
2011/2012,Alberta,"Total sentenced custody, actual-in count",72
2011/2012,Alberta,"Sentenced secure custody, actual-in count",51.7
2011/2012,Alberta,"Sentenced open custody, actual-in count",20.3
2011/2012,Alberta,"Pre-trial detention and other temporary detention, actual-in count",90.6
2011/2012,Alberta,"Incarceration rates per 10,000 young persons",5.78
2011/2012,Alberta,Total community supervision count,1635.1
2011/2012,Alberta,"Probation, community supervision",1500.5
2011/2012,Alberta,"Community portion of custody sentence, community supervision",50.5
2011/2012,Alberta,"Deferred custody, community supervision",65.7
2011/2012,Alberta,"Intensive support and supervision, community supervision",18.4
2011/2012,Alberta,"Probation rate per 10,000 young persons",53.36
2011/2012,British Columbia,Total actual-in count,100.8
2011/2012,British Columbia,"Total sentenced custody, actual-in count",50.7
2011/2012,British Columbia,"Sentenced secure custody, actual-in count",21.2
2011/2012,British Columbia,"Sentenced open custody, actual-in count",29.5
2011/2012,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",49.9
2011/2012,British Columbia,"Incarceration rates per 10,000 young persons",3.2
2011/2012,British Columbia,Total community supervision count,932.5
2011/2012,British Columbia,"Probation, community supervision",528.2
2011/2012,British Columbia,"Community portion of custody sentence, community supervision",27.2
2011/2012,British Columbia,"Deferred custody, community supervision",52.3
2011/2012,British Columbia,"Intensive support and supervision, community supervision",324.7
2011/2012,British Columbia,"Probation rate per 10,000 young persons",16.75
2011/2012,Yukon,Total actual-in count,2.3
2011/2012,Yukon,"Total sentenced custody, actual-in count",1
2011/2012,Yukon,"Sentenced secure custody, actual-in count",0.1
2011/2012,Yukon,"Sentenced open custody, actual-in count",0.9
2011/2012,Yukon,"Pre-trial detention and other temporary detention, actual-in count",1.3
2011/2012,Yukon,"Incarceration rates per 10,000 young persons",9.27
2011/2012,Yukon,Total community supervision count,21.8
2011/2012,Yukon,"Probation, community supervision",21.6
2011/2012,Yukon,"Community portion of custody sentence, community supervision",0.1
2011/2012,Yukon,"Deferred custody, community supervision",0.2
2011/2012,Yukon,"Intensive support and supervision, community supervision",0
2011/2012,Yukon,"Probation rate per 10,000 young persons",85.85
2011/2012,Northwest Territories,Total actual-in count,7.1
2011/2012,Northwest Territories,"Total sentenced custody, actual-in count",5.6
2011/2012,Northwest Territories,"Sentenced secure custody, actual-in count",1.9
2011/2012,Northwest Territories,"Sentenced open custody, actual-in count",3.7
2011/2012,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",1.2
2011/2012,Northwest Territories,"Incarceration rates per 10,000 young persons",18.43
2011/2012,Northwest Territories,Total community supervision count,81.5
2011/2012,Northwest Territories,"Probation, community supervision",78.9
2011/2012,Northwest Territories,"Community portion of custody sentence, community supervision",2.5
2011/2012,Northwest Territories,"Deferred custody, community supervision",0.1
2011/2012,Northwest Territories,"Intensive support and supervision, community supervision",0
2011/2012,Northwest Territories,"Probation rate per 10,000 young persons",204.98
2011/2012,Nunavut,Total actual-in count,7.2
2011/2012,Nunavut,"Total sentenced custody, actual-in count",3.4
2011/2012,Nunavut,"Sentenced secure custody, actual-in count",2.6
2011/2012,Nunavut,"Sentenced open custody, actual-in count",0.8
2011/2012,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",3.8
2011/2012,Nunavut,"Incarceration rates per 10,000 young persons",18.35
2011/2012,Nunavut,Total community supervision count,56.8
2011/2012,Nunavut,"Probation, community supervision",56.7
2011/2012,Nunavut,"Community portion of custody sentence, community supervision",0.1
2011/2012,Nunavut,"Probation rate per 10,000 young persons",145.11
2012/2013,Provinces and Territories,Total actual-in count,1370.4
2012/2013,Provinces and Territories,"Total sentenced custody, actual-in count",637.9
2012/2013,Provinces and Territories,"Sentenced secure custody, actual-in count",351
2012/2013,Provinces and Territories,"Sentenced open custody, actual-in count",286.9
2012/2013,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",706.9
2012/2013,Provinces and Territories,"Incarceration rates per 10,000 young persons",7.12
2012/2013,Provinces and Territories,Total community supervision count,11011.1
2012/2013,Provinces and Territories,"Probation, community supervision",9972.4
2012/2013,Provinces and Territories,"Community portion of custody sentence, community supervision",394.4
2012/2013,Provinces and Territories,"Deferred custody, community supervision",296.4
2012/2013,Provinces and Territories,"Intensive support and supervision, community supervision",347.9
2012/2013,Provinces and Territories,"Probation rate per 10,000 young persons",55.03
2012/2013,Newfoundland and Labrador,Total actual-in count,15.5
2012/2013,Newfoundland and Labrador,"Total sentenced custody, actual-in count",12.3
2012/2013,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",5.5
2012/2013,Newfoundland and Labrador,"Sentenced open custody, actual-in count",6.8
2012/2013,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",3.2
2012/2013,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",4.59
2012/2013,Newfoundland and Labrador,Total community supervision count,289.3
2012/2013,Newfoundland and Labrador,"Probation, community supervision",251.3
2012/2013,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",37.3
2012/2013,Newfoundland and Labrador,"Deferred custody, community supervision",0.7
2012/2013,Newfoundland and Labrador,"Intensive support and supervision, community supervision",
2012/2013,Newfoundland and Labrador,"Probation rate per 10,000 young persons",74.34
2012/2013,Prince Edward Island,Total actual-in count,11.9
2012/2013,Prince Edward Island,"Total sentenced custody, actual-in count",10.5
2012/2013,Prince Edward Island,"Sentenced secure custody, actual-in count",2.9
2012/2013,Prince Edward Island,"Sentenced open custody, actual-in count",7.6
2012/2013,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",1.3
2012/2013,Prince Edward Island,"Incarceration rates per 10,000 young persons",11.05
2012/2013,Prince Edward Island,Total community supervision count,136
2012/2013,Prince Edward Island,"Probation, community supervision",128.3
2012/2013,Prince Edward Island,"Community portion of custody sentence, community supervision",7.3
2012/2013,Prince Edward Island,"Deferred custody, community supervision",0.4
2012/2013,Prince Edward Island,"Intensive support and supervision, community supervision",
2012/2013,Prince Edward Island,"Probation rate per 10,000 young persons",119.04
2012/2013,Nova Scotia,Total actual-in count,49.3
2012/2013,Nova Scotia,"Total sentenced custody, actual-in count",26.8
2012/2013,Nova Scotia,"Sentenced secure custody, actual-in count",3.7
2012/2013,Nova Scotia,"Sentenced open custody, actual-in count",23.1
2012/2013,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",21.1
2012/2013,Nova Scotia,"Incarceration rates per 10,000 young persons",7.85
2012/2013,Nova Scotia,Total community supervision count,
2012/2013,Nova Scotia,"Probation, community supervision",
2012/2013,Nova Scotia,"Community portion of custody sentence, community supervision",
2012/2013,Nova Scotia,"Deferred custody, community supervision",
2012/2013,Nova Scotia,"Intensive support and supervision, community supervision",
2012/2013,Nova Scotia,"Probation rate per 10,000 young persons",
2012/2013,New Brunswick,Total actual-in count,38.8
2012/2013,New Brunswick,"Total sentenced custody, actual-in count",27.9
2012/2013,New Brunswick,"Sentenced secure custody, actual-in count",15.3
2012/2013,New Brunswick,"Sentenced open custody, actual-in count",12.6
2012/2013,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",9.8
2012/2013,New Brunswick,"Incarceration rates per 10,000 young persons",7.71
2012/2013,New Brunswick,Total community supervision count,
2012/2013,New Brunswick,"Probation, community supervision",
2012/2013,New Brunswick,"Community portion of custody sentence, community supervision",
2012/2013,New Brunswick,"Deferred custody, community supervision",
2012/2013,New Brunswick,"Intensive support and supervision, community supervision",
2012/2013,New Brunswick,"Probation rate per 10,000 young persons",
2012/2013,Quebec,Total actual-in count,
2012/2013,Quebec,"Total sentenced custody, actual-in count",
2012/2013,Quebec,"Sentenced secure custody, actual-in count",
2012/2013,Quebec,"Sentenced open custody, actual-in count",
2012/2013,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2012/2013,Quebec,"Incarceration rates per 10,000 young persons",
2012/2013,Quebec,Total community supervision count,
2012/2013,Quebec,"Probation, community supervision",
2012/2013,Quebec,"Community portion of custody sentence, community supervision",
2012/2013,Quebec,"Deferred custody, community supervision",
2012/2013,Quebec,"Intensive support and supervision, community supervision",
2012/2013,Quebec,"Probation rate per 10,000 young persons",
2012/2013,Ontario,Total actual-in count,516.3
2012/2013,Ontario,"Total sentenced custody, actual-in count",223.5
2012/2013,Ontario,"Sentenced secure custody, actual-in count",126.5
2012/2013,Ontario,"Sentenced open custody, actual-in count",97
2012/2013,Ontario,"Pre-trial detention and other temporary detention, actual-in count",292.8
2012/2013,Ontario,"Incarceration rates per 10,000 young persons",5.25
2012/2013,Ontario,Total community supervision count,5279.2
2012/2013,Ontario,"Probation, community supervision",5036.5
2012/2013,Ontario,"Community portion of custody sentence, community supervision",128.1
2012/2013,Ontario,"Deferred custody, community supervision",62.9
2012/2013,Ontario,"Intensive support and supervision, community supervision",51.7
2012/2013,Ontario,"Probation rate per 10,000 young persons",51.25
2012/2013,Manitoba,Total actual-in count,303.8
2012/2013,Manitoba,"Total sentenced custody, actual-in count",99.8
2012/2013,Manitoba,"Sentenced secure custody, actual-in count",58.7
2012/2013,Manitoba,"Sentenced open custody, actual-in count",41.2
2012/2013,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",181.6
2012/2013,Manitoba,"Incarceration rates per 10,000 young persons",30.19
2012/2013,Manitoba,Total community supervision count,1715
2012/2013,Manitoba,"Probation, community supervision",1595.6
2012/2013,Manitoba,"Community portion of custody sentence, community supervision",66.7
2012/2013,Manitoba,"Deferred custody, community supervision",52.8
2012/2013,Manitoba,"Probation rate per 10,000 young persons",158.57
2012/2013,Saskatchewan,Total actual-in count,169
2012/2013,Saskatchewan,"Total sentenced custody, actual-in count",111.8
2012/2013,Saskatchewan,"Sentenced secure custody, actual-in count",64.5
2012/2013,Saskatchewan,"Sentenced open custody, actual-in count",47.3
2012/2013,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",57.2
2012/2013,Saskatchewan,"Incarceration rates per 10,000 young persons",20.21
2012/2013,Saskatchewan,Total community supervision count,1169.1
2012/2013,Saskatchewan,"Probation, community supervision",1033.3
2012/2013,Saskatchewan,"Community portion of custody sentence, community supervision",65.2
2012/2013,Saskatchewan,"Deferred custody, community supervision",70.7
2012/2013,Saskatchewan,"Probation rate per 10,000 young persons",123.55
2012/2013,Alberta,Total actual-in count,164.9
2012/2013,Alberta,"Total sentenced custody, actual-in count",72.8
2012/2013,Alberta,"Sentenced secure custody, actual-in count",50.9
2012/2013,Alberta,"Sentenced open custody, actual-in count",21.9
2012/2013,Alberta,"Pre-trial detention and other temporary detention, actual-in count",92.1
2012/2013,Alberta,"Incarceration rates per 10,000 young persons",5.88
2012/2013,Alberta,Total community supervision count,1475.6
2012/2013,Alberta,"Probation, community supervision",1338.3
2012/2013,Alberta,"Community portion of custody sentence, community supervision",63.7
2012/2013,Alberta,"Deferred custody, community supervision",58.8
2012/2013,Alberta,"Intensive support and supervision, community supervision",14.8
2012/2013,Alberta,"Probation rate per 10,000 young persons",47.71
2012/2013,British Columbia,Total actual-in count,85.5
2012/2013,British Columbia,"Total sentenced custody, actual-in count",43.6
2012/2013,British Columbia,"Sentenced secure custody, actual-in count",17.3
2012/2013,British Columbia,"Sentenced open custody, actual-in count",26.3
2012/2013,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",41.6
2012/2013,British Columbia,"Incarceration rates per 10,000 young persons",2.76
2012/2013,British Columbia,Total community supervision count,825
2012/2013,British Columbia,"Probation, community supervision",473
2012/2013,British Columbia,"Community portion of custody sentence, community supervision",22.3
2012/2013,British Columbia,"Deferred custody, community supervision",48.3
2012/2013,British Columbia,"Intensive support and supervision, community supervision",281.4
2012/2013,British Columbia,"Probation rate per 10,000 young persons",15.25
2012/2013,Yukon,Total actual-in count,4.1
2012/2013,Yukon,"Total sentenced custody, actual-in count",1
2012/2013,Yukon,"Sentenced secure custody, actual-in count",0.4
2012/2013,Yukon,"Sentenced open custody, actual-in count",0.6
2012/2013,Yukon,"Pre-trial detention and other temporary detention, actual-in count",2.9
2012/2013,Yukon,"Incarceration rates per 10,000 young persons",16.08
2012/2013,Yukon,Total community supervision count,26
2012/2013,Yukon,"Probation, community supervision",23
2012/2013,Yukon,"Community portion of custody sentence, community supervision",1.8
2012/2013,Yukon,"Deferred custody, community supervision",1.3
2012/2013,Yukon,"Intensive support and supervision, community supervision",0
2012/2013,Yukon,"Probation rate per 10,000 young persons",91.09
2012/2013,Northwest Territories,Total actual-in count,5.2
2012/2013,Northwest Territories,"Total sentenced custody, actual-in count",3.7
2012/2013,Northwest Territories,"Sentenced secure custody, actual-in count",2.3
2012/2013,Northwest Territories,"Sentenced open custody, actual-in count",1.4
2012/2013,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",1.4
2012/2013,Northwest Territories,"Incarceration rates per 10,000 young persons",14.44
2012/2013,Northwest Territories,Total community supervision count,51.8
2012/2013,Northwest Territories,"Probation, community supervision",49
2012/2013,Northwest Territories,"Community portion of custody sentence, community supervision",2.2
2012/2013,Northwest Territories,"Deferred custody, community supervision",0.7
2012/2013,Northwest Territories,"Intensive support and supervision, community supervision",0
2012/2013,Northwest Territories,"Probation rate per 10,000 young persons",135.77
2012/2013,Nunavut,Total actual-in count,6.2
2012/2013,Nunavut,"Total sentenced custody, actual-in count",4.1
2012/2013,Nunavut,"Sentenced secure custody, actual-in count",3
2012/2013,Nunavut,"Sentenced open custody, actual-in count",1.1
2012/2013,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",2.1
2012/2013,Nunavut,"Incarceration rates per 10,000 young persons",16.05
2012/2013,Nunavut,Total community supervision count,44.2
2012/2013,Nunavut,"Probation, community supervision",44.2
2012/2013,Nunavut,"Community portion of custody sentence, community supervision",0
2012/2013,Nunavut,"Probation rate per 10,000 young persons",114.99
2013/2014,Provinces and Territories,Total actual-in count,1019.1
2013/2014,Provinces and Territories,"Total sentenced custody, actual-in count",480.6
2013/2014,Provinces and Territories,"Sentenced secure custody, actual-in count",236.2
2013/2014,Provinces and Territories,"Sentenced open custody, actual-in count",244.4
2013/2014,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",508.7
2013/2014,Provinces and Territories,"Incarceration rates per 10,000 young persons",6.34
2013/2014,Provinces and Territories,Total community supervision count,8513.7
2013/2014,Provinces and Territories,"Probation, community supervision",7678.3
2013/2014,Provinces and Territories,"Community portion of custody sentence, community supervision",317.2
2013/2014,Provinces and Territories,"Deferred custody, community supervision",207.7
2013/2014,Provinces and Territories,"Intensive support and supervision, community supervision",310.6
2013/2014,Provinces and Territories,"Probation rate per 10,000 young persons",51.31
2013/2014,Newfoundland and Labrador,Total actual-in count,18
2013/2014,Newfoundland and Labrador,"Total sentenced custody, actual-in count",14.2
2013/2014,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",7.8
2013/2014,Newfoundland and Labrador,"Sentenced open custody, actual-in count",6.4
2013/2014,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",3.5
2013/2014,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",5.44
2013/2014,Newfoundland and Labrador,Total community supervision count,257.8
2013/2014,Newfoundland and Labrador,"Probation, community supervision",216.6
2013/2014,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",37.8
2013/2014,Newfoundland and Labrador,"Deferred custody, community supervision",3.5
2013/2014,Newfoundland and Labrador,"Intensive support and supervision, community supervision",
2013/2014,Newfoundland and Labrador,"Probation rate per 10,000 young persons",65.6
2013/2014,Prince Edward Island,Total actual-in count,5.4
2013/2014,Prince Edward Island,"Total sentenced custody, actual-in count",4.6
2013/2014,Prince Edward Island,"Sentenced secure custody, actual-in count",1.9
2013/2014,Prince Edward Island,"Sentenced open custody, actual-in count",2.8
2013/2014,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",0.8
2013/2014,Prince Edward Island,"Incarceration rates per 10,000 young persons",5.24
2013/2014,Prince Edward Island,Total community supervision count,122.3
2013/2014,Prince Edward Island,"Probation, community supervision",115.6
2013/2014,Prince Edward Island,"Community portion of custody sentence, community supervision",6.5
2013/2014,Prince Edward Island,"Deferred custody, community supervision",0.3
2013/2014,Prince Edward Island,"Intensive support and supervision, community supervision",
2013/2014,Prince Edward Island,"Probation rate per 10,000 young persons",112.36
2013/2014,Nova Scotia,Total actual-in count,43.1
2013/2014,Nova Scotia,"Total sentenced custody, actual-in count",28
2013/2014,Nova Scotia,"Sentenced secure custody, actual-in count",2.6
2013/2014,Nova Scotia,"Sentenced open custody, actual-in count",25.4
2013/2014,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",13.1
2013/2014,Nova Scotia,"Incarceration rates per 10,000 young persons",7.08
2013/2014,Nova Scotia,Total community supervision count,
2013/2014,Nova Scotia,"Probation, community supervision",
2013/2014,Nova Scotia,"Community portion of custody sentence, community supervision",
2013/2014,Nova Scotia,"Deferred custody, community supervision",
2013/2014,Nova Scotia,"Intensive support and supervision, community supervision",
2013/2014,Nova Scotia,"Probation rate per 10,000 young persons",
2013/2014,New Brunswick,Total actual-in count,32
2013/2014,New Brunswick,"Total sentenced custody, actual-in count",22.5
2013/2014,New Brunswick,"Sentenced secure custody, actual-in count",12.7
2013/2014,New Brunswick,"Sentenced open custody, actual-in count",9.8
2013/2014,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",8.5
2013/2014,New Brunswick,"Incarceration rates per 10,000 young persons",6.53
2013/2014,New Brunswick,Total community supervision count,
2013/2014,New Brunswick,"Probation, community supervision",
2013/2014,New Brunswick,"Community portion of custody sentence, community supervision",
2013/2014,New Brunswick,"Deferred custody, community supervision",
2013/2014,New Brunswick,"Intensive support and supervision, community supervision",
2013/2014,New Brunswick,"Probation rate per 10,000 young persons",
2013/2014,Quebec,Total actual-in count,
2013/2014,Quebec,"Total sentenced custody, actual-in count",
2013/2014,Quebec,"Sentenced secure custody, actual-in count",
2013/2014,Quebec,"Sentenced open custody, actual-in count",
2013/2014,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2013/2014,Quebec,"Incarceration rates per 10,000 young persons",
2013/2014,Quebec,Total community supervision count,
2013/2014,Quebec,"Probation, community supervision",
2013/2014,Quebec,"Community portion of custody sentence, community supervision",
2013/2014,Quebec,"Deferred custody, community supervision",
2013/2014,Quebec,"Intensive support and supervision, community supervision",
2013/2014,Quebec,"Probation rate per 10,000 young persons",
2013/2014,Ontario,Total actual-in count,403.5
2013/2014,Ontario,"Total sentenced custody, actual-in count",180
2013/2014,Ontario,"Sentenced secure custody, actual-in count",93.3
2013/2014,Ontario,"Sentenced open custody, actual-in count",86.7
2013/2014,Ontario,"Pre-trial detention and other temporary detention, actual-in count",223.5
2013/2014,Ontario,"Incarceration rates per 10,000 young persons",4.21
2013/2014,Ontario,Total community supervision count,4510.1
2013/2014,Ontario,"Probation, community supervision",4288.5
2013/2014,Ontario,"Community portion of custody sentence, community supervision",114.2
2013/2014,Ontario,"Deferred custody, community supervision",47.6
2013/2014,Ontario,"Intensive support and supervision, community supervision",59.8
2013/2014,Ontario,"Probation rate per 10,000 young persons",44.74
2013/2014,Manitoba,Total actual-in count,287.5
2013/2014,Manitoba,"Total sentenced custody, actual-in count",96.6
2013/2014,Manitoba,"Sentenced secure custody, actual-in count",54.1
2013/2014,Manitoba,"Sentenced open custody, actual-in count",42.5
2013/2014,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",165.1
2013/2014,Manitoba,"Incarceration rates per 10,000 young persons",28.95
2013/2014,Manitoba,Total community supervision count,1657.8
2013/2014,Manitoba,"Probation, community supervision",1541.6
2013/2014,Manitoba,"Community portion of custody sentence, community supervision",62.3
2013/2014,Manitoba,"Deferred custody, community supervision",53.9
2013/2014,Manitoba,"Probation rate per 10,000 young persons",155.21
2013/2014,Saskatchewan,Total actual-in count,137.9
2013/2014,Saskatchewan,"Total sentenced custody, actual-in count",86.5
2013/2014,Saskatchewan,"Sentenced secure custody, actual-in count",41.9
2013/2014,Saskatchewan,"Sentenced open custody, actual-in count",44.6
2013/2014,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",51.4
2013/2014,Saskatchewan,"Incarceration rates per 10,000 young persons",16.66
2013/2014,Saskatchewan,Total community supervision count,1122.7
2013/2014,Saskatchewan,"Probation, community supervision",983.7
2013/2014,Saskatchewan,"Community portion of custody sentence, community supervision",75.4
2013/2014,Saskatchewan,"Deferred custody, community supervision",63.6
2013/2014,Saskatchewan,"Probation rate per 10,000 young persons",118.83
2013/2014,Alberta,Total actual-in count,
2013/2014,Alberta,"Total sentenced custody, actual-in count",
2013/2014,Alberta,"Sentenced secure custody, actual-in count",
2013/2014,Alberta,"Sentenced open custody, actual-in count",
2013/2014,Alberta,"Pre-trial detention and other temporary detention, actual-in count",
2013/2014,Alberta,"Incarceration rates per 10,000 young persons",
2013/2014,Alberta,Total community supervision count,
2013/2014,Alberta,"Probation, community supervision",
2013/2014,Alberta,"Community portion of custody sentence, community supervision",
2013/2014,Alberta,"Deferred custody, community supervision",
2013/2014,Alberta,"Intensive support and supervision, community supervision",
2013/2014,Alberta,"Probation rate per 10,000 young persons",
2013/2014,British Columbia,Total actual-in count,75.1
2013/2014,British Columbia,"Total sentenced custody, actual-in count",38.1
2013/2014,British Columbia,"Sentenced secure custody, actual-in count",17.2
2013/2014,British Columbia,"Sentenced open custody, actual-in count",20.9
2013/2014,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",36.3
2013/2014,British Columbia,"Incarceration rates per 10,000 young persons",2.48
2013/2014,British Columbia,Total community supervision count,737.2
2013/2014,British Columbia,"Probation, community supervision",432.3
2013/2014,British Columbia,"Community portion of custody sentence, community supervision",18.2
2013/2014,British Columbia,"Deferred custody, community supervision",35.9
2013/2014,British Columbia,"Intensive support and supervision, community supervision",250.8
2013/2014,British Columbia,"Probation rate per 10,000 young persons",14.27
2013/2014,Yukon,Total actual-in count,3
2013/2014,Yukon,"Total sentenced custody, actual-in count",1.5
2013/2014,Yukon,"Sentenced secure custody, actual-in count",0.2
2013/2014,Yukon,"Sentenced open custody, actual-in count",1.4
2013/2014,Yukon,"Pre-trial detention and other temporary detention, actual-in count",1.4
2013/2014,Yukon,"Incarceration rates per 10,000 young persons",11.83
2013/2014,Yukon,Total community supervision count,21.8
2013/2014,Yukon,"Probation, community supervision",19.8
2013/2014,Yukon,"Community portion of custody sentence, community supervision",1.5
2013/2014,Yukon,"Deferred custody, community supervision",0.6
2013/2014,Yukon,"Intensive support and supervision, community supervision",
