"REF_DATE","GEO","DGUID","Sex","Length of time served","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Greater than 1 week to 1 month","Number","223","units","0","v41501662","8.3.3","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Greater than 1 month to 6 months","Number","223","units","0","v41501663","8.3.4","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Greater than 6 months to 1 year","Number","223","units","0","v41501664","8.3.5","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Greater than 1 year to 2 years","Number","223","units","0","v41501665","8.3.6","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Greater than 2 years","Number","223","units","0","v41501666","8.3.7","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Length of time unknown","Number","223","units","0","v41501667","8.3.8","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Mean time served","Days","77","units","0","v41501668","8.3.9","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Median time served","Days","77","units","0","v41501669","8.3.10","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Total number of releases","Number","223","units","0","v41501670","8.4.1","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","1 week or less","Number","223","units","0","v41501671","8.4.2","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v41501672","8.4.3","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v41501673","8.4.4","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v41501674","8.4.5","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v41501675","8.4.6","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Greater than 2 years","Number","223","units","0","v41501676","8.4.7","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Length of time unknown","Number","223","units","0","v41501677","8.4.8","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Mean time served","Days","77","units","0","v79971884","8.4.9","","..","","t","0"
"2007/2008","Ontario, Ministry of Children and Youth Services (MCYS)","","Sex unknown","Median time served","Days","77","units","0","v79971885","8.4.10","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Total number of releases","Number","223","units","0","v32707733","9.1.1","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","1 week or less","Number","223","units","0","v32707734","9.1.2","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707735","9.1.3","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707736","9.1.4","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707737","9.1.5","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707738","9.1.6","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Greater than 2 years","Number","223","units","0","v32707739","9.1.7","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Length of time unknown","Number","223","units","0","v32707740","9.1.8","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Mean time served","Days","77","units","0","v32707741","9.1.9","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total sex","Median time served","Days","77","units","0","v32707742","9.1.10","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Total number of releases","Number","223","units","0","v32707743","9.2.1","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","1 week or less","Number","223","units","0","v32707744","9.2.2","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707745","9.2.3","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707746","9.2.4","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707747","9.2.5","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707748","9.2.6","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Greater than 2 years","Number","223","units","0","v32707749","9.2.7","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Length of time unknown","Number","223","units","0","v32707750","9.2.8","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Mean time served","Days","77","units","0","v32707751","9.2.9","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Males","Median time served","Days","77","units","0","v32707752","9.2.10","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Total number of releases","Number","223","units","0","v32707753","9.3.1","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","1 week or less","Number","223","units","0","v32707754","9.3.2","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707755","9.3.3","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707756","9.3.4","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707757","9.3.5","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707758","9.3.6","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Greater than 2 years","Number","223","units","0","v32707759","9.3.7","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Length of time unknown","Number","223","units","0","v32707760","9.3.8","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Mean time served","Days","77","units","0","v32707761","9.3.9","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Females","Median time served","Days","77","units","0","v32707762","9.3.10","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Total number of releases","Number","223","units","0","v32707763","9.4.1","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","1 week or less","Number","223","units","0","v32707764","9.4.2","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707765","9.4.3","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707766","9.4.4","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707767","9.4.5","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707768","9.4.6","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Greater than 2 years","Number","223","units","0","v32707769","9.4.7","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Length of time unknown","Number","223","units","0","v32707770","9.4.8","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Mean time served","Days","77","units","0","v32707771","9.4.9","","..","","t","0"
"2007/2008","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Sex unknown","Median time served","Days","77","units","0","v32707772","9.4.10","","..","","t","0"
"2007/2008","Manitoba","2016A000246","Total sex","Total number of releases","Number","223","units","0","v32707773","10.1.1","1866","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","1 week or less","Number","223","units","0","v32707774","10.1.2","958","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707775","10.1.3","327","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707776","10.1.4","532","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707777","10.1.5","39","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707778","10.1.6","9","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Greater than 2 years","Number","223","units","0","v32707779","10.1.7","1","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Length of time unknown","Number","223","units","0","v32707780","10.1.8","0","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Mean time served","Days","77","units","0","v32707781","10.1.9","35","","","","0"
"2007/2008","Manitoba","2016A000246","Total sex","Median time served","Days","77","units","0","v32707782","10.1.10","8","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Total number of releases","Number","223","units","0","v32707783","10.2.1","1468","","","","0"
"2007/2008","Manitoba","2016A000246","Males","1 week or less","Number","223","units","0","v32707784","10.2.2","695","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707785","10.2.3","258","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707786","10.2.4","467","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707787","10.2.5","38","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707788","10.2.6","9","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Greater than 2 years","Number","223","units","0","v32707789","10.2.7","1","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Length of time unknown","Number","223","units","0","v32707790","10.2.8","0","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Mean time served","Days","77","units","0","v32707791","10.2.9","40","","","","0"
"2007/2008","Manitoba","2016A000246","Males","Median time served","Days","77","units","0","v32707792","10.2.10","11","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Total number of releases","Number","223","units","0","v32707793","10.3.1","398","","","","0"
"2007/2008","Manitoba","2016A000246","Females","1 week or less","Number","223","units","0","v32707794","10.3.2","263","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707795","10.3.3","69","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707796","10.3.4","65","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707797","10.3.5","1","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707798","10.3.6","0","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Greater than 2 years","Number","223","units","0","v32707799","10.3.7","0","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Length of time unknown","Number","223","units","0","v32707800","10.3.8","0","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Mean time served","Days","77","units","0","v32707801","10.3.9","17","","","","0"
"2007/2008","Manitoba","2016A000246","Females","Median time served","Days","77","units","0","v32707802","10.3.10","5","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Total number of releases","Number","223","units","0","v32707803","10.4.1","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","1 week or less","Number","223","units","0","v32707804","10.4.2","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707805","10.4.3","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707806","10.4.4","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707807","10.4.5","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707808","10.4.6","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Greater than 2 years","Number","223","units","0","v32707809","10.4.7","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Length of time unknown","Number","223","units","0","v32707810","10.4.8","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Mean time served","Days","77","units","0","v47394761","10.4.9","0","","","","0"
"2007/2008","Manitoba","2016A000246","Sex unknown","Median time served","Days","77","units","0","v47394762","10.4.10","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Total number of releases","Number","223","units","0","v47394767","11.1.1","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","1 week or less","Number","223","units","0","v47394768","11.1.2","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v47394769","11.1.3","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v47394770","11.1.4","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v47394771","11.1.5","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v47394772","11.1.6","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Greater than 2 years","Number","223","units","0","v47394773","11.1.7","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Length of time unknown","Number","223","units","0","v47394774","11.1.8","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Mean time served","Days","77","units","0","v79971886","11.1.9","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Total sex","Median time served","Days","77","units","0","v79971887","11.1.10","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Total number of releases","Number","223","units","0","v47394775","11.2.1","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","1 week or less","Number","223","units","0","v79971888","11.2.2","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Greater than 1 week to 1 month","Number","223","units","0","v79971889","11.2.3","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Greater than 1 month to 6 months","Number","223","units","0","v79971890","11.2.4","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Greater than 6 months to 1 year","Number","223","units","0","v79971891","11.2.5","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Greater than 1 year to 2 years","Number","223","units","0","v79971892","11.2.6","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Greater than 2 years","Number","223","units","0","v79971893","11.2.7","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Length of time unknown","Number","223","units","0","v79971894","11.2.8","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Mean time served","Days","77","units","0","v79971895","11.2.9","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Males","Median time served","Days","77","units","0","v79971896","11.2.10","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Total number of releases","Number","223","units","0","v47394776","11.3.1","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","1 week or less","Number","223","units","0","v79971897","11.3.2","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Greater than 1 week to 1 month","Number","223","units","0","v79971898","11.3.3","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Greater than 1 month to 6 months","Number","223","units","0","v79971899","11.3.4","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Greater than 6 months to 1 year","Number","223","units","0","v79971900","11.3.5","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Greater than 1 year to 2 years","Number","223","units","0","v79971901","11.3.6","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Greater than 2 years","Number","223","units","0","v79971902","11.3.7","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Length of time unknown","Number","223","units","0","v79971903","11.3.8","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Mean time served","Days","77","units","0","v79971904","11.3.9","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Females","Median time served","Days","77","units","0","v79971905","11.3.10","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Total number of releases","Number","223","units","0","v47394777","11.4.1","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","1 week or less","Number","223","units","0","v79971906","11.4.2","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v79971907","11.4.3","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v79971908","11.4.4","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v79971909","11.4.5","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v79971910","11.4.6","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Greater than 2 years","Number","223","units","0","v79971911","11.4.7","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Length of time unknown","Number","223","units","0","v79971912","11.4.8","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Mean time served","Days","77","units","0","v79971913","11.4.9","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Sex unknown","Median time served","Days","77","units","0","v79971914","11.4.10","","..","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Total number of releases","Number","223","units","0","v32707811","12.1.1","1638","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","1 week or less","Number","223","units","0","v32707812","12.1.2","952","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707813","12.1.3","472","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707814","12.1.4","206","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707815","12.1.5","5","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707816","12.1.6","0","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Greater than 2 years","Number","223","units","0","v32707817","12.1.7","0","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Length of time unknown","Number","223","units","0","v32707818","12.1.8","3","","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Mean time served","Days","77","units","0","v32707819","12.1.9","","..","","","0"
"2007/2008","Alberta","2016A000248","Total sex","Median time served","Days","77","units","0","v32707820","12.1.10","","..","","","0"
"2007/2008","Alberta","2016A000248","Males","Total number of releases","Number","223","units","0","v32707821","12.2.1","1333","","","","0"
"2007/2008","Alberta","2016A000248","Males","1 week or less","Number","223","units","0","v32707822","12.2.2","756","","","","0"
"2007/2008","Alberta","2016A000248","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707823","12.2.3","396","","","","0"
"2007/2008","Alberta","2016A000248","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707824","12.2.4","174","","","","0"
"2007/2008","Alberta","2016A000248","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707825","12.2.5","4","","","","0"
"2007/2008","Alberta","2016A000248","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707826","12.2.6","0","","","","0"
"2007/2008","Alberta","2016A000248","Males","Greater than 2 years","Number","223","units","0","v32707827","12.2.7","0","","","","0"
"2007/2008","Alberta","2016A000248","Males","Length of time unknown","Number","223","units","0","v32707828","12.2.8","3","","","","0"
"2007/2008","Alberta","2016A000248","Males","Mean time served","Days","77","units","0","v32707829","12.2.9","","..","","","0"
"2007/2008","Alberta","2016A000248","Males","Median time served","Days","77","units","0","v32707830","12.2.10","","..","","","0"
"2007/2008","Alberta","2016A000248","Females","Total number of releases","Number","223","units","0","v32707831","12.3.1","305","","","","0"
"2007/2008","Alberta","2016A000248","Females","1 week or less","Number","223","units","0","v32707832","12.3.2","196","","","","0"
"2007/2008","Alberta","2016A000248","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707833","12.3.3","76","","","","0"
"2007/2008","Alberta","2016A000248","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707834","12.3.4","32","","","","0"
"2007/2008","Alberta","2016A000248","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707835","12.3.5","1","","","","0"
"2007/2008","Alberta","2016A000248","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707836","12.3.6","0","","","","0"
"2007/2008","Alberta","2016A000248","Females","Greater than 2 years","Number","223","units","0","v32707837","12.3.7","0","","","","0"
"2007/2008","Alberta","2016A000248","Females","Length of time unknown","Number","223","units","0","v32707838","12.3.8","0","","","","0"
"2007/2008","Alberta","2016A000248","Females","Mean time served","Days","77","units","0","v32707839","12.3.9","","..","","","0"
"2007/2008","Alberta","2016A000248","Females","Median time served","Days","77","units","0","v32707840","12.3.10","","..","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Total number of releases","Number","223","units","0","v32707841","12.4.1","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","1 week or less","Number","223","units","0","v32707842","12.4.2","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707843","12.4.3","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707844","12.4.4","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707845","12.4.5","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707846","12.4.6","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Greater than 2 years","Number","223","units","0","v32707847","12.4.7","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Length of time unknown","Number","223","units","0","v32707848","12.4.8","0","","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Mean time served","Days","77","units","0","v52463246","12.4.9","","..","","","0"
"2007/2008","Alberta","2016A000248","Sex unknown","Median time served","Days","77","units","0","v52463247","12.4.10","","..","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Total number of releases","Number","223","units","0","v32707849","13.1.1","1214","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","1 week or less","Number","223","units","0","v32707850","13.1.2","493","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707851","13.1.3","466","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707852","13.1.4","238","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707853","13.1.5","13","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707854","13.1.6","4","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Greater than 2 years","Number","223","units","0","v32707855","13.1.7","0","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Length of time unknown","Number","223","units","0","v32707856","13.1.8","0","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Mean time served","Days","77","units","0","v32707857","13.1.9","24","","","","0"
"2007/2008","British Columbia","2016A000259","Total sex","Median time served","Days","77","units","0","v32707858","13.1.10","10","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Total number of releases","Number","223","units","0","v32707859","13.2.1","932","","","","0"
"2007/2008","British Columbia","2016A000259","Males","1 week or less","Number","223","units","0","v32707860","13.2.2","352","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707861","13.2.3","359","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707862","13.2.4","205","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707863","13.2.5","12","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707864","13.2.6","4","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Greater than 2 years","Number","223","units","0","v32707865","13.2.7","0","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Length of time unknown","Number","223","units","0","v32707866","13.2.8","0","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Mean time served","Days","77","units","0","v32707867","13.2.9","27","","","","0"
"2007/2008","British Columbia","2016A000259","Males","Median time served","Days","77","units","0","v32707868","13.2.10","12","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Total number of releases","Number","223","units","0","v32707869","13.3.1","282","","","","0"
"2007/2008","British Columbia","2016A000259","Females","1 week or less","Number","223","units","0","v32707870","13.3.2","141","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707871","13.3.3","107","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707872","13.3.4","33","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707873","13.3.5","1","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707874","13.3.6","0","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Greater than 2 years","Number","223","units","0","v32707875","13.3.7","0","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Length of time unknown","Number","223","units","0","v32707876","13.3.8","0","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Mean time served","Days","77","units","0","v32707877","13.3.9","15","","","","0"
"2007/2008","British Columbia","2016A000259","Females","Median time served","Days","77","units","0","v32707878","13.3.10","8","","","","0"
